ASIN,Manufacrurer,Description,Product URL
B08Z1HHHTD,Visit the Skybags Store,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1688634604&sprefix=ba%2Caps%2C283&sr=8-1#customerReviews
